iso_issued,issued,iso_expired,expired,eventid,phenomena,significance,hvtec_nwsli,wfo,name,ph_name,sig_name
2009-05-26T11:15:00Z,2009-05-26 11:15,2009-05-26T15:15:00Z,2009-05-26 15:15,4,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2009-05-26T11:27:00Z,2009-05-26 11:27,2009-05-26T15:30:00Z,2009-05-26 15:30,5,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2009-05-29T17:27:00Z,2009-05-29 17:27,2009-05-29T22:58:00Z,2009-05-29 22:58,314,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2009-06-02T18:00:00Z,2009-06-02 18:00,2009-06-02T22:11:00Z,2009-06-02 22:11,322,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2009-06-03T17:09:00Z,2009-06-03 17:09,2009-06-04T01:13:00Z,2009-06-04 01:13,325,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2009-06-03T22:44:00Z,2009-06-03 22:44,2009-06-03T23:30:00Z,2009-06-03 23:30,77,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2009-06-03T23:33:00Z,2009-06-03 23:33,2009-06-04T02:30:00Z,2009-06-04 02:30,13,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2009-06-05T13:58:00Z,2009-06-05 13:58,2009-06-05T19:45:00Z,2009-06-05 19:45,7,FA,W,00000,LWX,Flood Warning,Flood,Warning
2009-06-09T09:47:00Z,2009-06-09 09:47,2009-06-09T10:15:00Z,2009-06-09 10:15,89,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2009-06-09T18:07:00Z,2009-06-09 18:07,2009-06-09T22:43:00Z,2009-06-09 22:43,356,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2009-06-09T21:13:00Z,2009-06-09 21:13,2009-06-09T22:15:00Z,2009-06-09 22:15,113,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2009-06-11T18:00:00Z,2009-06-11 18:00,2009-06-11T21:10:00Z,2009-06-11 21:10,377,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2009-06-18T18:27:00Z,2009-06-18 18:27,2009-06-18T21:40:00Z,2009-06-18 21:40,464,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2009-06-26T18:43:00Z,2009-06-26 18:43,2009-06-27T02:00:00Z,2009-06-27 02:00,517,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2009-06-26T23:15:00Z,2009-06-26 23:15,2009-06-27T00:00:00Z,2009-06-27 00:00,154,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2009-07-17T14:32:00Z,2009-07-17 14:32,2009-07-17T19:15:00Z,2009-07-17 19:15,592,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2009-07-26T18:15:00Z,2009-07-26 18:15,2009-07-26T22:34:00Z,2009-07-26 22:34,625,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2009-07-31T17:20:00Z,2009-07-31 17:20,2009-07-31T20:56:00Z,2009-07-31 20:56,644,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2009-08-21T16:39:00Z,2009-08-21 16:39,2009-08-21T19:40:00Z,2009-08-21 19:40,728,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2009-12-09T10:15:00Z,2009-12-09 10:15,2009-12-09T12:16:00Z,2009-12-09 12:16,16,FA,W,00000,LWX,Flood Warning,Flood,Warning
2010-04-08T23:45:00Z,2010-04-08 23:45,2010-04-09T00:14:00Z,2010-04-09 00:14,6,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2010-04-25T20:38:00Z,2010-04-25 20:38,2010-04-26T02:33:00Z,2010-04-26 02:33,105,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2010-05-14T18:34:00Z,2010-05-14 18:34,2010-05-15T01:00:00Z,2010-05-15 01:00,173,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2010-05-14T22:20:00Z,2010-05-14 22:20,2010-05-14T23:00:00Z,2010-05-14 23:00,35,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2010-05-15T00:12:00Z,2010-05-15 00:12,2010-05-15T00:25:00Z,2010-05-15 00:25,45,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2010-05-27T17:25:00Z,2010-05-27 17:25,2010-05-28T01:00:00Z,2010-05-28 01:00,227,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2010-05-28T02:38:00Z,2010-05-28 02:38,2010-05-28T03:18:00Z,2010-05-28 03:18,60,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2010-06-03T17:34:00Z,2010-06-03 17:34,2010-06-04T00:00:00Z,2010-06-04 00:00,251,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2010-06-04T18:45:00Z,2010-06-04 18:45,2010-06-05T01:32:00Z,2010-06-05 01:32,255,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2010-06-06T16:42:00Z,2010-06-06 16:42,2010-06-06T21:40:00Z,2010-06-06 21:40,273,TO,A,"     ",LWX,Tornado Watch,Tornado,Watch
2010-06-12T20:50:00Z,2010-06-12 20:50,2010-06-12T22:36:00Z,2010-06-12 22:36,303,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2010-06-24T16:28:00Z,2010-06-24 16:28,2010-06-24T21:17:00Z,2010-06-24 21:17,406,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2010-06-28T17:19:00Z,2010-06-28 17:19,2010-06-28T21:50:00Z,2010-06-28 21:50,426,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2010-06-28T18:41:00Z,2010-06-28 18:41,2010-06-28T19:30:00Z,2010-06-28 19:30,142,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2010-07-14T03:06:00Z,2010-07-14 03:06,2010-07-14T06:00:00Z,2010-07-14 06:00,27,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2010-07-19T21:44:00Z,2010-07-19 21:44,2010-07-19T22:17:00Z,2010-07-19 22:17,159,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2010-07-25T17:47:00Z,2010-07-25 17:47,2010-07-25T20:18:00Z,2010-07-25 20:18,535,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2010-07-25T19:07:00Z,2010-07-25 19:07,2010-07-25T19:45:00Z,2010-07-25 19:45,168,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2010-07-25T19:42:00Z,2010-07-25 19:42,2010-07-25T20:29:00Z,2010-07-25 20:29,169,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2010-07-29T15:54:00Z,2010-07-29 15:54,2010-07-29T21:24:00Z,2010-07-29 21:24,548,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2010-07-29T17:16:00Z,2010-07-29 17:16,2010-07-29T17:44:00Z,2010-07-29 17:44,173,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2010-08-04T21:58:00Z,2010-08-04 21:58,2010-08-05T01:50:00Z,2010-08-05 01:50,570,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2010-08-05T17:20:00Z,2010-08-05 17:20,2010-08-05T23:37:00Z,2010-08-05 23:37,575,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2010-08-05T19:01:00Z,2010-08-05 19:01,2010-08-05T19:45:00Z,2010-08-05 19:45,189,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2010-08-05T19:45:00Z,2010-08-05 19:45,2010-08-05T20:01:00Z,2010-08-05 20:01,192,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2010-08-05T19:53:00Z,2010-08-05 19:53,2010-08-05T20:45:00Z,2010-08-05 20:45,193,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2010-08-12T11:07:00Z,2010-08-12 11:07,2010-08-12T11:45:00Z,2010-08-12 11:45,203,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2010-08-12T11:40:00Z,2010-08-12 11:40,2010-08-12T12:09:00Z,2010-08-12 12:09,204,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2010-08-12T18:51:00Z,2010-08-12 18:51,2010-08-12T23:48:00Z,2010-08-12 23:48,602,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2010-08-12T21:49:00Z,2010-08-12 21:49,2010-08-12T23:44:00Z,2010-08-12 23:44,35,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2010-08-16T18:15:00Z,2010-08-16 18:15,2010-08-16T23:47:00Z,2010-08-16 23:47,620,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2010-08-18T10:18:00Z,2010-08-18 10:18,2010-08-18T14:15:00Z,2010-08-18 14:15,24,FA,W,00000,LWX,Flood Warning,Flood,Warning
2010-09-22T18:45:00Z,2010-09-22 18:45,2010-09-23T01:14:00Z,2010-09-23 01:14,682,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2010-09-30T08:56:00Z,2010-09-30 08:56,2010-09-30T16:45:00Z,2010-09-30 16:45,688,TO,A,"     ",LWX,Tornado Watch,Tornado,Watch
2010-09-30T08:57:00Z,2010-09-30 08:57,2010-09-30T14:45:00Z,2010-09-30 14:45,46,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2010-09-30T14:38:00Z,2010-09-30 14:38,2010-09-30T20:30:00Z,2010-09-30 20:30,50,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2010-09-30T22:13:00Z,2010-09-30 22:13,2010-10-01T04:15:00Z,2010-10-01 04:15,54,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2010-10-26T23:23:00Z,2010-10-26 23:23,2010-10-27T07:00:00Z,2010-10-27 07:00,729,TO,A,"     ",LWX,Tornado Watch,Tornado,Watch
2010-10-27T16:15:00Z,2010-10-27 16:15,2010-10-27T18:49:00Z,2010-10-27 18:49,733,TO,A,"     ",LWX,Tornado Watch,Tornado,Watch
2010-10-27T17:17:00Z,2010-10-27 17:17,2010-10-27T18:39:00Z,2010-10-27 18:39,59,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2010-11-17T05:06:00Z,2010-11-17 05:06,2010-11-17T06:45:00Z,2010-11-17 06:45,742,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2010-11-17T05:35:00Z,2010-11-17 05:35,2010-11-17T06:15:00Z,2010-11-17 06:15,244,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2010-12-01T08:48:00Z,2010-12-01 08:48,2010-12-01T14:45:00Z,2010-12-01 14:45,762,TO,A,"     ",LWX,Tornado Watch,Tornado,Watch
2011-02-25T17:20:00Z,2011-02-25 17:20,2011-02-25T19:07:00Z,2011-02-25 19:07,19,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2011-02-28T14:00:00Z,2011-02-28 14:00,2011-02-28T17:42:00Z,2011-02-28 17:42,32,TO,A,"     ",LWX,Tornado Watch,Tornado,Watch
2011-03-06T20:34:00Z,2011-03-06 20:34,2011-03-07T02:30:00Z,2011-03-07 02:30,2,FA,W,00000,LWX,Flood Warning,Flood,Warning
2011-03-06T20:48:00Z,2011-03-06 20:48,2011-03-07T02:45:00Z,2011-03-07 02:45,3,FA,W,00000,LWX,Flood Warning,Flood,Warning
2011-03-10T20:04:00Z,2011-03-10 20:04,2011-03-10T22:53:00Z,2011-03-10 22:53,6,FA,W,00000,LWX,Flood Warning,Flood,Warning
2011-03-10T22:48:00Z,2011-03-10 22:48,2011-03-11T02:45:00Z,2011-03-11 02:45,4,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2011-03-10T23:25:00Z,2011-03-10 23:25,2011-03-11T00:56:00Z,2011-03-11 00:56,49,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2011-03-23T20:15:00Z,2011-03-23 20:15,2011-03-24T01:04:00Z,2011-03-24 01:04,57,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2011-04-05T06:20:00Z,2011-04-05 06:20,2011-04-05T09:10:00Z,2011-04-05 09:10,101,TO,A,"     ",LWX,Tornado Watch,Tornado,Watch
2011-04-05T08:29:00Z,2011-04-05 08:29,2011-04-05T09:04:00Z,2011-04-05 09:04,25,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2011-04-16T17:29:00Z,2011-04-16 17:29,2011-04-17T01:00:00Z,2011-04-17 01:00,151,TO,A,"     ",LWX,Tornado Watch,Tornado,Watch
2011-04-24T19:40:00Z,2011-04-24 19:40,2011-04-25T01:00:00Z,2011-04-25 01:00,195,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2011-04-25T00:06:00Z,2011-04-25 00:06,2011-04-25T00:45:00Z,2011-04-25 00:45,57,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2011-04-25T00:24:00Z,2011-04-25 00:24,2011-04-25T00:44:00Z,2011-04-25 00:44,58,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2011-04-27T18:08:00Z,2011-04-27 18:08,2011-04-27T22:19:00Z,2011-04-27 22:19,233,TO,A,"     ",LWX,Tornado Watch,Tornado,Watch
2011-04-27T22:19:00Z,2011-04-27 22:19,2011-04-28T04:42:00Z,2011-04-28 04:42,240,TO,A,"     ",LWX,Tornado Watch,Tornado,Watch
2011-04-28T04:42:00Z,2011-04-28 04:42,2011-04-28T11:41:00Z,2011-04-28 11:41,247,TO,A,"     ",LWX,Tornado Watch,Tornado,Watch
2011-04-28T11:41:00Z,2011-04-28 11:41,2011-04-28T16:28:00Z,2011-04-28 16:28,251,TO,A,"     ",LWX,Tornado Watch,Tornado,Watch
2011-05-18T17:02:00Z,2011-05-18 17:02,2011-05-19T00:20:00Z,2011-05-19 00:20,305,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2011-05-23T14:56:00Z,2011-05-23 14:56,2011-05-23T23:10:00Z,2011-05-23 23:10,338,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2011-05-27T16:58:00Z,2011-05-27 16:58,2011-05-28T00:51:00Z,2011-05-28 00:51,388,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2011-05-27T23:21:00Z,2011-05-27 23:21,2011-05-28T00:00:00Z,2011-05-28 00:00,157,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2011-06-01T18:25:00Z,2011-06-01 18:25,2011-06-02T00:45:00Z,2011-06-02 00:45,412,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2011-06-01T22:39:00Z,2011-06-01 22:39,2011-06-01T23:08:00Z,2011-06-01 23:08,170,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2011-06-09T20:28:00Z,2011-06-09 20:28,2011-06-10T00:00:00Z,2011-06-10 00:00,451,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2011-06-12T17:51:00Z,2011-06-12 17:51,2011-06-12T21:53:00Z,2011-06-12 21:53,467,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2011-06-12T21:00:00Z,2011-06-12 21:00,2011-06-12T21:45:00Z,2011-06-12 21:45,224,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2011-07-03T20:21:00Z,2011-07-03 20:21,2011-07-04T01:34:00Z,2011-07-04 01:34,589,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2011-07-03T21:58:00Z,2011-07-03 21:58,2011-07-03T23:00:00Z,2011-07-03 23:00,255,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2011-07-03T22:36:00Z,2011-07-03 22:36,2011-07-03T22:49:00Z,2011-07-03 22:49,259,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2011-07-08T17:53:00Z,2011-07-08 17:53,2011-07-08T21:49:00Z,2011-07-08 21:49,610,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2011-07-11T22:59:00Z,2011-07-11 22:59,2011-07-12T02:03:00Z,2011-07-12 02:03,631,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2011-07-12T00:06:00Z,2011-07-12 00:06,2011-07-12T00:45:00Z,2011-07-12 00:45,287,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2011-07-12T00:46:00Z,2011-07-12 00:46,2011-07-12T01:30:00Z,2011-07-12 01:30,290,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2011-07-13T18:23:00Z,2011-07-13 18:23,2011-07-13T20:30:00Z,2011-07-13 20:30,638,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2011-07-13T18:33:00Z,2011-07-13 18:33,2011-07-13T19:15:00Z,2011-07-13 19:15,294,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2011-07-13T19:07:00Z,2011-07-13 19:07,2011-07-13T22:15:00Z,2011-07-13 22:15,77,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2011-07-13T19:13:00Z,2011-07-13 19:13,2011-07-13T20:00:00Z,2011-07-13 20:00,296,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2011-07-13T19:45:00Z,2011-07-13 19:45,2011-07-13T22:45:00Z,2011-07-13 22:45,78,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2011-08-19T23:13:00Z,2011-08-19 23:13,2011-08-19T23:48:00Z,2011-08-19 23:48,390,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2011-08-19T23:43:00Z,2011-08-19 23:43,2011-08-20T01:10:00Z,2011-08-20 01:10,115,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2011-08-21T16:56:00Z,2011-08-21 16:56,2011-08-21T22:33:00Z,2011-08-21 22:33,794,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2011-08-25T19:25:00Z,2011-08-25 19:25,2011-08-25T21:00:00Z,2011-08-25 21:00,807,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2011-08-27T21:26:00Z,2011-08-27 21:26,2011-08-28T06:00:00Z,2011-08-28 06:00,121,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2011-08-28T05:58:00Z,2011-08-28 05:58,2011-08-28T12:00:00Z,2011-08-28 12:00,44,FA,W,00000,LWX,Flood Warning,Flood,Warning
2011-09-07T14:47:00Z,2011-09-07 14:47,2011-09-07T21:26:00Z,2011-09-07 21:26,134,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2011-09-07T21:25:00Z,2011-09-07 21:25,2011-09-08T03:15:00Z,2011-09-08 03:15,51,FA,W,00000,LWX,Flood Warning,Flood,Warning
2011-09-08T01:09:00Z,2011-09-08 01:09,2011-09-08T04:00:00Z,2011-09-08 04:00,141,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2011-09-08T07:55:00Z,2011-09-08 07:55,2011-09-08T21:45:00Z,2011-09-08 21:45,52,FA,W,00000,LWX,Flood Warning,Flood,Warning
2011-09-08T16:23:00Z,2011-09-08 16:23,2011-09-09T03:15:00Z,2011-09-09 03:15,150,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2011-09-09T02:59:00Z,2011-09-09 02:59,2011-09-09T13:00:00Z,2011-09-09 13:00,56,FA,W,00000,LWX,Flood Warning,Flood,Warning
2011-09-29T00:18:00Z,2011-09-29 00:18,2011-09-29T02:05:00Z,2011-09-29 02:05,170,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2011-10-13T20:37:00Z,2011-10-13 20:37,2011-10-13T23:49:00Z,2011-10-13 23:49,866,TO,A,"     ",LWX,Tornado Watch,Tornado,Watch
2011-12-07T19:08:00Z,2011-12-07 19:08,2011-12-08T04:51:00Z,2011-12-08 04:51,67,FA,W,00000,LWX,Flood Warning,Flood,Warning
2012-05-29T22:04:00Z,2012-05-29 22:04,2012-05-30T01:02:00Z,2012-05-30 01:02,316,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2012-06-01T17:51:00Z,2012-06-01 17:51,2012-06-02T00:01:00Z,2012-06-02 00:01,333,TO,A,"     ",LWX,Tornado Watch,Tornado,Watch
2012-06-01T19:23:00Z,2012-06-01 19:23,2012-06-01T19:38:00Z,2012-06-01 19:38,49,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2012-06-01T20:29:00Z,2012-06-01 20:29,2012-06-01T21:15:00Z,2012-06-01 21:15,55,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2012-06-01T20:49:00Z,2012-06-01 20:49,2012-06-01T21:18:00Z,2012-06-01 21:18,57,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2012-06-01T21:32:00Z,2012-06-01 21:32,2012-06-02T03:30:00Z,2012-06-02 03:30,19,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2012-06-02T00:01:00Z,2012-06-02 00:01,2012-06-02T02:56:00Z,2012-06-02 02:56,338,TO,A,"     ",LWX,Tornado Watch,Tornado,Watch
2012-06-02T03:28:00Z,2012-06-02 03:28,2012-06-02T08:53:00Z,2012-06-02 08:53,17,FA,W,00000,LWX,Flood Warning,Flood,Warning
2012-06-22T18:15:00Z,2012-06-22 18:15,2012-06-23T01:00:00Z,2012-06-23 01:00,418,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2012-06-29T22:36:00Z,2012-06-29 22:36,2012-06-30T04:35:00Z,2012-06-30 04:35,438,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2012-06-30T02:10:00Z,2012-06-30 02:10,2012-06-30T03:15:00Z,2012-06-30 03:15,118,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2012-06-30T02:42:00Z,2012-06-30 02:42,2012-06-30T03:25:00Z,2012-06-30 03:25,120,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2012-07-08T17:44:00Z,2012-07-08 17:44,2012-07-09T00:45:00Z,2012-07-09 00:45,481,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2012-07-08T20:14:00Z,2012-07-08 20:14,2012-07-08T21:00:00Z,2012-07-08 21:00,169,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2012-07-09T03:48:00Z,2012-07-09 03:48,2012-07-09T04:09:00Z,2012-07-09 04:09,187,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2012-07-18T16:54:00Z,2012-07-18 16:54,2012-07-18T22:37:00Z,2012-07-18 22:37,491,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2012-07-20T01:34:00Z,2012-07-20 01:34,2012-07-20T02:15:00Z,2012-07-20 02:15,221,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2012-07-20T02:24:00Z,2012-07-20 02:24,2012-07-20T04:59:00Z,2012-07-20 04:59,39,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2012-07-24T17:10:00Z,2012-07-24 17:10,2012-07-24T22:25:00Z,2012-07-24 22:25,510,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2012-07-26T21:54:00Z,2012-07-26 21:54,2012-07-27T02:42:00Z,2012-07-27 02:42,528,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2012-07-28T17:37:00Z,2012-07-28 17:37,2012-07-28T23:20:00Z,2012-07-28 23:20,535,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2012-08-05T19:36:00Z,2012-08-05 19:36,2012-08-05T22:45:00Z,2012-08-05 22:45,564,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2012-09-02T01:43:00Z,2012-09-02 01:43,2012-09-02T02:24:00Z,2012-09-02 02:24,314,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2012-09-08T16:16:00Z,2012-09-08 16:16,2012-09-08T20:47:00Z,2012-09-08 20:47,636,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2012-09-08T19:22:00Z,2012-09-08 19:22,2012-09-08T20:30:00Z,2012-09-08 20:30,324,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2012-09-08T19:44:00Z,2012-09-08 19:44,2012-09-08T19:59:00Z,2012-09-08 19:59,39,TO,W,"     ",LWX,Tornado Warning,Tornado,Warning
2012-09-08T19:58:00Z,2012-09-08 19:58,2012-09-08T20:33:00Z,2012-09-08 20:33,325,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2012-09-18T14:54:00Z,2012-09-18 14:54,2012-09-18T20:10:00Z,2012-09-18 20:10,642,TO,A,"     ",LWX,Tornado Watch,Tornado,Watch
2012-09-18T18:18:00Z,2012-09-18 18:18,2012-09-18T19:15:00Z,2012-09-18 19:15,336,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2012-09-18T19:09:00Z,2012-09-18 19:09,2012-09-18T19:35:00Z,2012-09-18 19:35,339,SV,W,"     ",LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2012-09-27T22:36:00Z,2012-09-27 22:36,2012-09-28T03:05:00Z,2012-09-28 03:05,654,SV,A,"     ",LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2012-10-29T16:54:00Z,2012-10-29 16:54,2012-10-30T14:52:00Z,2012-10-30 14:52,29,FA,W,00000,LWX,Flood Warning,Flood,Warning
2013-01-30T23:31:00Z,2013-01-30 23:31,2013-01-31T03:39:00Z,2013-01-31 03:39,24,TO,A,,LWX,Tornado Watch,Tornado,Watch
2013-01-31T00:41:00Z,2013-01-31 00:41,2013-01-31T01:30:00Z,2013-01-31 01:30,4,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
