iso_issued,issued,iso_expired,expired,eventid,phenomena,significance,hvtec_nwsli,wfo,name,ph_name,sig_name
2013-01-31T03:30:00Z,2013-01-31 03:30,2013-01-31T08:11:00Z,2013-01-31 08:11,5,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2013-04-19T18:31:00Z,2013-04-19 18:31,2013-04-19T23:49:00Z,2013-04-19 23:49,131,TO,A,,LWX,Tornado Watch,Tornado,Watch
2013-04-19T22:48:00Z,2013-04-19 22:48,2013-04-19T23:30:00Z,2013-04-19 23:30,12,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2013-05-24T02:43:00Z,2013-05-24 02:43,2013-05-24T03:16:00Z,2013-05-24 03:16,50,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2013-05-28T22:37:00Z,2013-05-28 22:37,2013-05-28T23:15:00Z,2013-05-28 23:15,51,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2013-05-28T23:21:00Z,2013-05-28 23:21,2013-05-29T01:11:00Z,2013-05-29 01:11,19,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2013-06-10T18:06:00Z,2013-06-10 18:06,2013-06-11T01:08:00Z,2013-06-11 01:08,293,TO,A,,LWX,Tornado Watch,Tornado,Watch
2013-06-10T18:58:00Z,2013-06-10 18:58,2013-06-10T21:06:00Z,2013-06-10 21:06,27,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2013-06-10T23:53:00Z,2013-06-10 23:53,2013-06-11T02:45:00Z,2013-06-11 02:45,31,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2013-06-11T02:32:00Z,2013-06-11 02:32,2013-06-11T05:00:00Z,2013-06-11 05:00,72,FA,W,00000,LWX,Flood Warning,Flood,Warning
2013-06-13T08:00:00Z,2013-06-13 08:00,2013-06-13T13:51:00Z,2013-06-13 13:51,303,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2013-06-13T16:22:00Z,2013-06-13 16:22,2013-06-13T21:05:00Z,2013-06-13 21:05,306,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2013-06-13T19:29:00Z,2013-06-13 19:29,2013-06-13T20:01:00Z,2013-06-13 20:01,81,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2013-06-24T18:45:00Z,2013-06-24 18:45,2013-06-24T21:59:00Z,2013-06-24 21:59,355,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2013-06-26T00:48:00Z,2013-06-26 00:48,2013-06-26T03:48:00Z,2013-06-26 03:48,367,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2013-06-26T02:33:00Z,2013-06-26 02:33,2013-06-26T03:30:00Z,2013-06-26 03:30,102,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2013-06-26T18:55:00Z,2013-06-26 18:55,2013-06-26T22:56:00Z,2013-06-26 22:56,373,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2013-06-27T18:00:00Z,2013-06-27 18:00,2013-06-27T20:10:00Z,2013-06-27 20:10,377,TO,A,,LWX,Tornado Watch,Tornado,Watch
2013-06-28T18:10:00Z,2013-06-28 18:10,2013-06-28T23:34:00Z,2013-06-28 23:34,387,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2013-06-28T19:31:00Z,2013-06-28 19:31,2013-06-28T20:00:00Z,2013-06-28 20:00,122,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2013-06-28T19:45:00Z,2013-06-28 19:45,2013-06-28T20:15:00Z,2013-06-28 20:15,126,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2013-06-28T19:53:00Z,2013-06-28 19:53,2013-06-28T20:17:00Z,2013-06-28 20:17,128,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2013-06-28T20:04:00Z,2013-06-28 20:04,2013-06-28T22:00:00Z,2013-06-28 22:00,50,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2013-06-28T22:03:00Z,2013-06-28 22:03,2013-06-28T23:30:00Z,2013-06-28 23:30,52,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2013-06-29T00:39:00Z,2013-06-29 00:39,2013-06-29T04:30:00Z,2013-06-29 04:30,82,FA,W,00000,LWX,Flood Warning,Flood,Warning
2013-07-07T17:18:00Z,2013-07-07 17:18,2013-07-07T23:09:00Z,2013-07-07 23:09,394,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2013-07-12T04:14:00Z,2013-07-12 04:14,2013-07-12T07:15:00Z,2013-07-12 07:15,63,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2013-07-12T07:08:00Z,2013-07-12 07:08,2013-07-12T10:00:00Z,2013-07-12 10:00,66,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2013-07-12T09:47:00Z,2013-07-12 09:47,2013-07-12T17:31:00Z,2013-07-12 17:31,91,FA,W,00000,LWX,Flood Warning,Flood,Warning
2013-07-20T17:10:00Z,2013-07-20 17:10,2013-07-20T23:09:00Z,2013-07-20 23:09,425,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2013-08-13T23:57:00Z,2013-08-13 23:57,2013-08-14T00:45:00Z,2013-08-14 00:45,180,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2013-09-12T18:50:00Z,2013-09-12 18:50,2013-09-12T21:53:00Z,2013-09-12 21:53,525,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2013-09-12T20:19:00Z,2013-09-12 20:19,2013-09-12T21:00:00Z,2013-09-12 21:00,196,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2013-10-07T13:01:00Z,2013-10-07 13:01,2013-10-07T17:21:00Z,2013-10-07 17:21,543,TO,A,,LWX,Tornado Watch,Tornado,Watch
2013-10-11T23:51:00Z,2013-10-11 23:51,2013-10-12T09:22:00Z,2013-10-12 09:22,101,FA,W,00000,LWX,Flood Warning,Flood,Warning
2013-12-22T08:37:00Z,2013-12-22 08:37,2013-12-22T12:52:00Z,2013-12-22 12:52,590,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2014-02-21T15:39:00Z,2014-02-21 15:39,2014-02-21T17:30:00Z,2014-02-21 17:30,24,TO,A,,LWX,Tornado Watch,Tornado,Watch
2014-03-12T21:03:00Z,2014-03-12 21:03,2014-03-12T23:07:00Z,2014-03-12 23:07,28,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2014-04-30T13:04:00Z,2014-04-30 13:04,2014-05-01T14:12:00Z,2014-05-01 14:12,10,FA,W,00000,LWX,Flood Warning,Flood,Warning
2014-05-15T19:50:00Z,2014-05-15 19:50,2014-05-15T22:47:00Z,2014-05-15 22:47,157,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2014-05-16T09:00:00Z,2014-05-16 09:00,2014-05-16T22:45:00Z,2014-05-16 22:45,25,FA,W,00000,LWX,Flood Warning,Flood,Warning
2014-05-16T11:11:00Z,2014-05-16 11:11,2014-05-16T14:15:00Z,2014-05-16 14:15,11,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2014-05-22T18:19:00Z,2014-05-22 18:19,2014-05-22T22:19:00Z,2014-05-22 22:19,174,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2014-05-27T18:15:00Z,2014-05-27 18:15,2014-05-28T00:26:00Z,2014-05-28 00:26,190,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2014-05-27T23:10:00Z,2014-05-27 23:10,2014-05-27T23:45:00Z,2014-05-27 23:45,45,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2014-06-11T19:17:00Z,2014-06-11 19:17,2014-06-12T01:00:00Z,2014-06-12 01:00,280,TO,A,,LWX,Tornado Watch,Tornado,Watch
2014-06-19T03:53:00Z,2014-06-19 03:53,2014-06-19T04:45:00Z,2014-06-19 04:45,83,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2014-06-19T04:21:00Z,2014-06-19 04:21,2014-06-19T04:47:00Z,2014-06-19 04:47,85,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2014-07-02T16:42:00Z,2014-07-02 16:42,2014-07-03T02:00:00Z,2014-07-03 02:00,385,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2014-07-03T16:55:00Z,2014-07-03 16:55,2014-07-03T23:39:00Z,2014-07-03 23:39,389,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2014-07-03T19:50:00Z,2014-07-03 19:50,2014-07-03T20:45:00Z,2014-07-03 20:45,133,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2014-07-08T21:06:00Z,2014-07-08 21:06,2014-07-09T01:36:00Z,2014-07-09 01:36,404,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2014-07-08T22:23:00Z,2014-07-08 22:23,2014-07-08T23:15:00Z,2014-07-08 23:15,153,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2014-07-08T22:59:00Z,2014-07-08 22:59,2014-07-09T00:03:00Z,2014-07-09 00:03,155,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2014-07-09T20:17:00Z,2014-07-09 20:17,2014-07-09T22:18:00Z,2014-07-09 22:18,407,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2014-07-13T23:49:00Z,2014-07-13 23:49,2014-07-14T01:59:00Z,2014-07-14 01:59,416,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2014-07-14T17:25:00Z,2014-07-14 17:25,2014-07-14T23:27:00Z,2014-07-14 23:27,418,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2014-07-15T17:43:00Z,2014-07-15 17:43,2014-07-16T00:13:00Z,2014-07-16 00:13,423,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2014-09-01T19:46:00Z,2014-09-01 19:46,2014-09-01T20:30:00Z,2014-09-01 20:30,229,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2014-09-02T20:47:00Z,2014-09-02 20:47,2014-09-03T01:26:00Z,2014-09-03 01:26,489,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2014-09-06T18:10:00Z,2014-09-06 18:10,2014-09-07T01:00:00Z,2014-09-07 01:00,498,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2014-10-15T16:25:00Z,2014-10-15 16:25,2014-10-15T16:38:00Z,2014-10-15 16:38,21,TO,W,,LWX,Tornado Warning,Tornado,Warning
2015-04-20T19:09:00Z,2015-04-20 19:09,2015-04-21T01:57:00Z,2015-04-21 01:57,90,TO,A,,LWX,Tornado Watch,Tornado,Watch
2015-04-20T23:42:00Z,2015-04-20 23:42,2015-04-21T00:30:00Z,2015-04-21 00:30,6,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2015-05-27T16:58:00Z,2015-05-27 16:58,2015-05-27T20:37:00Z,2015-05-27 20:37,227,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2015-06-01T22:15:00Z,2015-06-01 22:15,2015-06-01T22:45:00Z,2015-06-01 22:45,53,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2015-06-01T22:28:00Z,2015-06-01 22:28,2015-06-01T23:00:00Z,2015-06-01 23:00,55,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2015-06-08T20:10:00Z,2015-06-08 20:10,2015-06-08T23:24:00Z,2015-06-08 23:24,276,TO,A,,LWX,Tornado Watch,Tornado,Watch
2015-06-08T23:24:00Z,2015-06-08 23:24,2015-06-09T01:46:00Z,2015-06-09 01:46,279,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2015-06-14T21:35:00Z,2015-06-14 21:35,2015-06-14T22:00:00Z,2015-06-14 22:00,81,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2015-06-18T20:51:00Z,2015-06-18 20:51,2015-06-18T21:30:00Z,2015-06-18 21:30,94,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2015-06-18T21:11:00Z,2015-06-18 21:11,2015-06-18T21:45:00Z,2015-06-18 21:45,95,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2015-06-20T18:24:00Z,2015-06-20 18:24,2015-06-21T02:55:00Z,2015-06-21 02:55,317,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2015-06-20T22:11:00Z,2015-06-20 22:11,2015-06-20T22:45:00Z,2015-06-20 22:45,108,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2015-06-20T23:48:00Z,2015-06-20 23:48,2015-06-21T00:15:00Z,2015-06-21 00:15,114,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2015-06-21T00:10:00Z,2015-06-21 00:10,2015-06-21T00:45:00Z,2015-06-21 00:45,116,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2015-06-21T01:04:00Z,2015-06-21 01:04,2015-06-21T04:00:00Z,2015-06-21 04:00,14,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2015-06-21T03:35:00Z,2015-06-21 03:35,2015-06-21T09:08:00Z,2015-06-21 09:08,12,FA,W,00000,LWX,Flood Warning,Flood,Warning
2015-06-23T20:09:00Z,2015-06-23 20:09,2015-06-24T01:16:00Z,2015-06-24 01:16,346,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2015-06-23T22:27:00Z,2015-06-23 22:27,2015-06-23T23:15:00Z,2015-06-23 23:15,134,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2015-06-23T23:14:00Z,2015-06-23 23:14,2015-06-24T00:00:00Z,2015-06-24 00:00,137,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2015-06-27T18:38:00Z,2015-06-27 18:38,2015-06-27T21:30:00Z,2015-06-27 21:30,19,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2015-06-28T00:48:00Z,2015-06-28 00:48,2015-06-28T02:45:00Z,2015-06-28 02:45,19,FA,W,00000,LWX,Flood Warning,Flood,Warning
2015-06-30T18:25:00Z,2015-06-30 18:25,2015-06-30T22:18:00Z,2015-06-30 22:18,377,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2015-07-01T04:11:00Z,2015-07-01 04:11,2015-07-01T04:45:00Z,2015-07-01 04:45,163,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2015-07-01T04:47:00Z,2015-07-01 04:47,2015-07-01T05:15:00Z,2015-07-01 05:15,166,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2015-07-02T00:27:00Z,2015-07-02 00:27,2015-07-02T03:00:00Z,2015-07-02 03:00,30,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2015-07-08T21:01:00Z,2015-07-08 21:01,2015-07-08T23:33:00Z,2015-07-08 23:33,37,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2015-07-08T22:37:00Z,2015-07-08 22:37,2015-07-09T00:12:00Z,2015-07-09 00:12,38,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2015-07-14T22:45:00Z,2015-07-14 22:45,2015-07-15T02:05:00Z,2015-07-15 02:05,426,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2015-07-27T19:40:00Z,2015-07-27 19:40,2015-07-27T20:16:00Z,2015-07-27 20:16,191,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2015-07-27T19:44:00Z,2015-07-27 19:44,2015-07-27T20:50:00Z,2015-07-27 20:50,55,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2015-07-30T17:57:00Z,2015-07-30 17:57,2015-07-30T18:31:00Z,2015-07-30 18:31,192,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2015-08-04T22:39:00Z,2015-08-04 22:39,2015-08-04T22:57:00Z,2015-08-04 22:57,208,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2015-12-23T22:57:00Z,2015-12-23 22:57,2015-12-24T00:02:00Z,2015-12-24 00:02,46,FA,W,00000,LWX,Flood Warning,Flood,Warning
2016-02-24T20:22:00Z,2016-02-24 20:22,2016-02-25T01:40:00Z,2016-02-25 01:40,28,TO,A,,LWX,Tornado Watch,Tornado,Watch
2016-02-24T22:29:00Z,2016-02-24 22:29,2016-02-24T23:15:00Z,2016-02-24 23:15,4,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2016-02-24T23:02:00Z,2016-02-24 23:02,2016-02-25T06:47:00Z,2016-02-25 06:47,8,FA,W,00000,LWX,Flood Warning,Flood,Warning
2016-02-24T23:46:00Z,2016-02-24 23:46,2016-02-25T01:45:00Z,2016-02-25 01:45,3,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2016-04-07T21:00:00Z,2016-04-07 21:00,2016-04-07T21:16:00Z,2016-04-07 21:16,16,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2016-05-02T21:13:00Z,2016-05-02 21:13,2016-05-03T02:00:00Z,2016-05-03 02:00,138,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2016-05-02T22:27:00Z,2016-05-02 22:27,2016-05-02T23:01:00Z,2016-05-02 23:01,32,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2016-06-05T19:12:00Z,2016-06-05 19:12,2016-06-06T00:15:00Z,2016-06-06 00:15,236,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2016-06-16T18:01:00Z,2016-06-16 18:01,2016-06-17T02:00:00Z,2016-06-17 02:00,261,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2016-06-17T00:20:00Z,2016-06-17 00:20,2016-06-17T01:00:00Z,2016-06-17 01:00,85,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2016-06-21T17:09:00Z,2016-06-21 17:09,2016-06-22T02:09:00Z,2016-06-22 02:09,278,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2016-06-21T18:20:00Z,2016-06-21 18:20,2016-06-21T18:56:00Z,2016-06-21 18:56,104,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2016-06-21T19:27:00Z,2016-06-21 19:27,2016-06-21T20:15:00Z,2016-06-21 20:15,111,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2016-06-21T21:31:00Z,2016-06-21 21:31,2016-06-21T22:15:00Z,2016-06-21 22:15,125,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2016-06-21T21:51:00Z,2016-06-21 21:51,2016-06-22T00:45:00Z,2016-06-22 00:45,24,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2016-06-21T23:04:00Z,2016-06-21 23:04,2016-06-21T23:18:00Z,2016-06-21 23:18,129,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2016-06-28T20:10:00Z,2016-06-28 20:10,2016-06-29T01:20:00Z,2016-06-29 01:20,305,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2016-07-01T17:56:00Z,2016-07-01 17:56,2016-07-01T23:40:00Z,2016-07-01 23:40,314,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2016-07-16T20:17:00Z,2016-07-16 20:17,2016-07-16T20:39:00Z,2016-07-16 20:39,170,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2016-07-18T17:44:00Z,2016-07-18 17:44,2016-07-18T21:11:00Z,2016-07-18 21:11,396,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2016-07-18T20:08:00Z,2016-07-18 20:08,2016-07-18T20:49:00Z,2016-07-18 20:49,190,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2016-07-20T02:21:00Z,2016-07-20 02:21,2016-07-20T03:00:00Z,2016-07-20 03:00,204,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2016-07-25T19:32:00Z,2016-07-25 19:32,2016-07-26T00:18:00Z,2016-07-26 00:18,416,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2016-07-25T21:44:00Z,2016-07-25 21:44,2016-07-25T22:02:00Z,2016-07-25 22:02,225,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2016-07-28T17:29:00Z,2016-07-28 17:29,2016-07-28T23:04:00Z,2016-07-28 23:04,418,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2016-08-16T19:20:00Z,2016-08-16 19:20,2016-08-16T21:53:00Z,2016-08-16 21:53,447,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2016-08-18T00:57:00Z,2016-08-18 00:57,2016-08-18T01:30:00Z,2016-08-18 01:30,290,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2016-09-07T21:06:00Z,2016-09-07 21:06,2016-09-07T21:45:00Z,2016-09-07 21:45,301,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2016-09-29T08:46:00Z,2016-09-29 08:46,2016-09-29T12:49:00Z,2016-09-29 12:49,65,FA,W,00000,LWX,Flood Warning,Flood,Warning
2017-02-13T04:02:00Z,2017-02-13 04:02,2017-02-13T04:34:00Z,2017-02-13 04:34,6,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2017-02-25T18:34:00Z,2017-02-25 18:34,2017-02-25T20:40:00Z,2017-02-25 20:40,39,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2017-02-25T19:35:00Z,2017-02-25 19:35,2017-02-25T20:03:00Z,2017-02-25 20:03,13,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2017-03-01T15:38:00Z,2017-03-01 15:38,2017-03-01T19:18:00Z,2017-03-01 19:18,56,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2017-03-01T18:05:00Z,2017-03-01 18:05,2017-03-01T18:45:00Z,2017-03-01 18:45,25,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2017-03-01T18:40:00Z,2017-03-01 18:40,2017-03-01T19:04:00Z,2017-03-01 19:04,28,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2017-04-06T16:45:00Z,2017-04-06 16:45,2017-04-06T18:21:00Z,2017-04-06 18:21,133,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2017-04-06T17:12:00Z,2017-04-06 17:12,2017-04-06T18:00:00Z,2017-04-06 18:00,34,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2017-05-01T21:54:00Z,2017-05-01 21:54,2017-05-02T00:23:00Z,2017-05-02 00:23,186,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2017-05-05T12:35:00Z,2017-05-05 12:35,2017-05-05T12:56:00Z,2017-05-05 12:56,57,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2017-05-05T12:53:00Z,2017-05-05 12:53,2017-05-05T15:37:00Z,2017-05-05 15:37,8,FA,W,00000,LWX,Flood Warning,Flood,Warning
2017-05-25T21:28:00Z,2017-05-25 21:28,2017-05-25T21:45:00Z,2017-05-25 21:45,84,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2017-06-19T16:48:00Z,2017-06-19 16:48,2017-06-19T21:05:00Z,2017-06-19 21:05,356,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2017-06-19T19:19:00Z,2017-06-19 19:19,2017-06-19T20:00:00Z,2017-06-19 20:00,109,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2017-06-19T21:40:00Z,2017-06-19 21:40,2017-06-19T23:24:00Z,2017-06-19 23:24,356,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2017-07-01T17:34:00Z,2017-07-01 17:34,2017-07-01T21:50:00Z,2017-07-01 21:50,389,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2017-07-07T23:40:00Z,2017-07-07 23:40,2017-07-08T00:15:00Z,2017-07-08 00:15,132,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2017-07-14T17:42:00Z,2017-07-14 17:42,2017-07-14T22:09:00Z,2017-07-14 22:09,414,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2017-07-14T20:24:00Z,2017-07-14 20:24,2017-07-14T21:00:00Z,2017-07-14 21:00,141,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2017-07-24T21:02:00Z,2017-07-24 21:02,2017-07-24T21:45:00Z,2017-07-24 21:45,171,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2017-07-28T14:25:00Z,2017-07-28 14:25,2017-07-28T17:25:00Z,2017-07-28 17:25,22,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2017-07-28T19:18:00Z,2017-07-28 19:18,2017-07-28T22:15:00Z,2017-07-28 22:15,25,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2017-07-28T22:05:00Z,2017-07-28 22:05,2017-07-28T23:28:00Z,2017-07-28 23:28,41,FA,W,00000,LWX,Flood Warning,Flood,Warning
2017-07-29T04:09:00Z,2017-07-29 04:09,2017-07-29T07:00:00Z,2017-07-29 07:00,30,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2017-08-03T22:13:00Z,2017-08-03 22:13,2017-08-03T22:49:00Z,2017-08-03 22:49,192,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2017-08-12T20:11:00Z,2017-08-12 20:11,2017-08-13T01:20:00Z,2017-08-13 01:20,448,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2017-08-12T23:32:00Z,2017-08-12 23:32,2017-08-13T00:15:00Z,2017-08-13 00:15,222,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2017-08-18T18:27:00Z,2017-08-18 18:27,2017-08-18T23:48:00Z,2017-08-18 23:48,455,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2018-04-16T07:34:00Z,2018-04-16 07:34,2018-04-16T09:39:00Z,2018-04-16 09:39,1,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2018-04-16T09:39:00Z,2018-04-16 09:39,2018-04-16T15:45:00Z,2018-04-16 15:45,9,FA,W,00000,LWX,Flood Warning,Flood,Warning
